Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,Company,Region,Producer,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Color,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
owen carver,Brazil,café do paraíso,,café do paraíso,café do paraíso,"minas gerais, br",Café do Paraíso,2012,"May 20th, 2013",Natural / Dry,8.225274932537902,6.95608988891834,8.659143426844594,5.361904458862048,9.761106565711627,8.116085977823316,10.0,10.0,10.0,8.466367649271437,0.11,Green,m,894.0,1183.0,1038.5
juan luis alvarado romero,Guatemala,la union monte verde,,beneficio ixchel,"unex guatemala, s.a.",oriente,"AGRICOLA MONTE VERDE, S.A.",2013,"May 9th, 2013",Washed / Wet,8.479743821729082,4.502936942551241,10.0,5.925747068847841,9.509080901091556,8.700180595471593,10.0,10.0,10.0,8.713568362187427,0.11,Green,ft,3931.92,3931.92,3931.92
atlantic specialty coffee,El Salvador,el majahual,,j. hill y cia,atlantic specialty coffee,apaneca,Aida Batlle,2013,"March 18th, 2013",Natural / Dry,6.050267932763162,7.521848600929459,8.891321609857012,7.189957423072437,6.446653008374275,8.276556656732337,9.33,10.0,10.0,8.716974676616267,0.11,Bluish-Green,m,1500.0,1500.0,1500.0
exportadora de cafe condor s.a,Colombia,,,trilladora boananza,exportadora de cafe condor s.a,huila,,2012,"October 19th, 2012",Washed / Wet,8.676289786118293,6.227266227833312,8.235904856051048,6.713572770823388,8.856063793171465,8.409159321477166,10.0,10.0,10.0,8.355733787672786,0.0,Green,m,1750.0,1750.0,1750.0
juan luis alvarado romero,Guatemala,el limon,,beneficio serben,unicafe,guatemala,WILLIAM ESTUARDO MARTINEZ PACHECO,2012,"March 26th, 2012",Natural / Dry,8.834366464724106,5.540747174635794,7.24260970308688,7.823442649776838,8.902661568841104,8.493578737920254,10.0,10.0,10.0,8.075315641473743,0.11,Bluish-Green,m,,,
afca,Uganda,,,great lakes coffee,great lakes coffee,mt. rwenzori,,2012,"February 13th, 2012",Washed / Wet,4.722871268190091,7.326991855208508,7.353209660089187,7.050136114283456,9.145653356421704,7.96178743918212,10.0,10.0,10.0,8.419168668029753,0.11,Green,m,1500.0,1700.0,1600.0
pt.royal pacific indah international,Indonesia,"mus, eman",1,dry mill or hulling facility,pt. royal pacific indah international,aceh tengah,ANTON GAYO,2017,"May 24th, 2017",Natural / Dry,6.594521180231987,6.2977374612402555,9.436055111649894,8.871616105461818,8.280473630592468,8.324375262462263,10.0,10.0,10.0,8.306180287395849,0.12,Bluish-Green,m,,,
carcafe ltda ci,Colombia,,3-59-0503,neiva,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,2017 / 2018,"November 9th, 2017",Washed / Wet,9.289902036004444,3.217522091322207,8.263587972630857,6.496781598003187,9.043231561467676,7.627714928314272,10.0,10.0,10.0,8.102279745256123,0.0,Green,m,442.0,442.0,442.0
"lin, che-hao krude 林哲豪",Taiwan,chang yu liang 張玉良,2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次,chang yu liang 張玉良,taiwan coffee laboratory,"nanxi dist., tainan city 臺南市楠西區",CHANG YU LIANG 張玉良,2016,"May 18th, 2016",Washed / Wet,2.301766854412344,7.481983641520867,8.029799044251233,7.9029862059854015,9.122896872023269,7.73988358539407,10.0,10.0,10.0,7.898729231965952,0.1,Bluish-Green,m,968.0,968.0,968.0
juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0178,beneficio ixchel,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,2016,"April 27th, 2016",Washed / Wet,7.342533015902426,7.020842912151148,7.283274158292775,7.508618599920482,9.1655922445923,8.650890272547935,10.0,10.0,10.0,8.86970873519923,0.1,Green,m,,,
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2014,"November 5th, 2014",Washed / Wet,8.025152405099558,5.7039619569158315,8.931755230906887,8.412369839853369,9.066126503858207,8.373697504923353,10.0,10.0,10.0,7.7900476194838575,0.0,,m,1600.0,1950.0,1775.0
lusso lab,Guatemala,aprocafi,,,lusso coffee lab,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,2014,"June 16th, 2014",Washed / Wet,6.825593700680712,5.457133294028118,5.820560971592077,7.828505213470392,9.487228318010976,8.642297789383191,10.0,10.0,10.0,8.379882735645586,0.1,Bluish-Green,m,1550.0,1550.0,1550.0
kona pacific farmers cooperative,United States of America,,,,kona pacific farmers cooperative,kona,,2012,"January 24th, 2013",Natural / Dry,7.070621484047256,7.6671575160447025,10.0,9.435053178051584,8.631047388487142,8.224852184559705,9.33,10.0,10.0,7.655755911473951,0.11,Green,ft,,,
andres martinez leon,Mexico,la lagunilla,,agroindustrias unidas de mexico,,santo domingo cacalotepec,ANDRES MARTINEZ LEON,2012,"September 4th, 2012",Washed / Wet,10.0,10.0,9.449733899992818,8.553919030639385,8.84295123206952,8.510148858256013,10.0,10.0,10.0,7.952373392506819,0.11,Green,m,1480.0,1480.0,1480.0
steven kil,Ethiopia,,,,the specialty coffee appraisers institute of asia,"ethiopia, sidamo",,2012,"August 17th, 2012",Natural / Dry,5.5125086638762335,6.167325750295714,8.648161908196293,7.944223263203642,8.393974020383213,8.84488349811431,10.0,10.0,8.67,7.900867779898852,0.09,,m,1800.0,1800.0,1800.0
amanda powers,Costa Rica,,CR-3,"exclusive coffees s.a,",thrive farmers,,,2017,"January 11th, 2018",Washed / Wet,6.960105786847332,6.402494688188558,7.194697832672103,5.955242047052621,9.017864335442423,7.854936562538238,10.0,10.0,10.0,8.490214144626165,0.08,None,m,,,
kyagalanyi coffee ltd,Ethiopia,kerchanshe,S3/01/2017,kerchanshe,kyagalanyi coffee ltd,sidamo,Kerchanshe Trading P.L.C,2017,"June 5th, 2017",Natural / Dry,7.574651619642325,8.279781505990073,7.701488572434036,9.139238052708599,9.286312549665448,8.464167742689598,10.0,10.0,10.0,8.147390688025148,0.11,Green,m,1800.0,1800.0,1800.0
bismarck castro,Honduras,las cuchillas,96,cigrah s.a de c.v.,cigrah s.a de c.v,comayagua,Nahun Maldonado,2017,"May 11th, 2017",Washed / Wet,4.864562013667962,8.706114235123874,6.126899569851744,7.566525949348173,8.86454705955135,8.561943585472376,10.0,10.0,10.0,8.816482552500057,0.1,Green,m,1500.0,1500.0,1500.0
juan luis alvarado romero,Guatemala,finca los cerros y anexos,,beneficio exportacafe agua santa,exportcafe,huehuetenango,OTONIEL VILLATORO LOPEZ,2015,"June 10th, 2015",Washed / Wet,8.519781461616518,10.0,7.141335044619112,4.3012134506683415,8.848044099580118,8.523196036140858,10.0,10.0,10.0,8.49062601517197,0.12,Green,ft,4974.335999999999,5266.944,5120.64
olam agro colombia,Colombia,,,trilladora asia,olam international ltd,huila,,2014/2015,"December 18th, 2014",Washed / Wet,3.540506369010108,7.978046804839144,6.4664549139863325,8.259242114241724,8.820143710728484,8.367445469271322,10.0,10.0,10.0,8.694855612596482,0.11,Green,m,1600.0,1600.0,1600.0
juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2014,"August 8th, 2014",Natural / Dry,8.645108699281431,5.337563954469126,5.313867964236951,9.609443631148457,7.751924379319999,8.331067974681995,10.0,10.0,10.0,7.687700123545832,0.1,Green,ft,3657.6,3657.6,3657.6
juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2014,"June 27th, 2014",Other,8.233511275516815,7.335091095086974,7.781017597911307,6.33484415043457,4.596148943550288,8.26495646032002,10.0,10.0,10.0,8.90849962520227,0.1,Green,ft,3657.6,3657.6,3657.6
olam agro colombia,Colombia,,,trilladora asia,olam international ltd,huila,,2014,"May 27th, 2014",Washed / Wet,6.6812665142291126,6.079123425430032,7.289425585848424,9.192002575027486,9.380827977142484,8.450496649393482,10.0,10.0,10.0,8.427443679715948,0.12,Green,m,1480.0,1480.0,1480.0
compañia colombiana agroindustrial s.a,Colombia,,,trilladora agricola,ecom cca sa,santander,,2014,"May 27th, 2014",Natural / Dry,5.8069845001249565,7.131100782169005,8.378471158704388,7.822723832582103,8.676216342720641,7.815495031077022,10.0,10.0,10.0,8.00644007442528,0.12,Green,m,1450.0,1450.0,1450.0
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2014,"April 8th, 2014",Washed / Wet,6.388182676231632,7.735344693185143,7.781867583339268,9.436499040782557,9.2902558424975,8.368149187510582,10.0,10.0,10.0,9.125553253437454,0.12,Green,m,1600.0,1950.0,1775.0
lusso lab,Ethiopia,,,,lusso coffee lab,sidamo,,2013,"January 17th, 2014",Natural / Dry,6.466191323745339,8.944921129970547,7.573015719671308,5.5784911092333935,8.482608251403786,8.010771896956395,10.0,10.0,10.0,9.068479008994998,0.09,Green,m,1550.0,1550.0,1550.0
ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,ipanema coffees,south of minas,Ipanema Coffees,2013/2014,"January 2nd, 2014",Natural / Dry,8.200118444192189,6.687606660411197,9.241969776656877,7.278823544194584,8.44587890670101,8.605261268041744,10.0,10.0,10.0,8.705401690790199,0.1,Green,m,1260.0,1260.0,1260.0
exportadora de cafe condor s.a,Colombia,,,trilladora boananza,exportadora de cafe condor s.a,cauca,,2013,"June 21st, 2013",Washed / Wet,8.517650562194515,5.526028586543739,6.783737424065117,7.922985612842339,8.96049812910275,8.259935368592789,10.0,10.0,10.0,8.045938460309138,0.11,Green,m,1700.0,1700.0,1700.0
ibero kenya limited,Kenya,,,nkg/ck/hc/ss/kccm,ibero kenya limited,blend,Blend of various producers,2012,"March 8th, 2013",Washed / Wet,3.92942139649568,4.656115456776948,9.021051800230778,7.6390753736375805,9.3907630635595,8.515278760869746,10.0,10.0,10.0,7.531923147412515,0.0,Green,m,1200.0,1200.0,1200.0
doi tung development project,Thailand,doi tung development project,,doi tung development project,mae fah luang foundation,thailand,Doi Tung Development Project,2012,"June 21st, 2012",Washed / Wet,5.43021172446357,3.8300554879442723,9.71956831939226,8.53556805076791,8.826840610081035,8.281663485366394,8.67,8.67,9.33,8.90325442752722,0.12,Green,m,,,
taylor winch (coffee) ltd.,Kenya,-,,,taylor winch (coffee) ltd,central kenya,-,2012,"May 31st, 2012",Washed / Wet,5.868905541546928,5.226546823502004,9.821438763719684,8.458545808275613,8.926696035410254,8.366433434118226,10.0,10.0,10.0,8.132721660211939,0.0,Bluish-Green,m,1650.0,1650.0,1650.0
afca,Uganda,,,bukonzo joint cfs,bukonzo joint cfs,kasese,,2012,"February 13th, 2012",Washed / Wet,9.348978167294137,5.920354922260482,9.665889006484274,7.3645543921483805,9.078060868051663,8.329572635622865,10.0,10.0,10.0,8.592833658031024,0.1,Green,m,1700.0,1700.0,1700.0
doi tung development project,Thailand,doi tung development project,,,,,,2011,"August 16th, 2011",,6.290578139372709,7.128143865066768,7.178998553584147,7.071429803429831,8.888824693080247,7.855902214708308,10.0,10.0,10.0,8.688803292484241,0.06,,m,,,
ipanema coffees,Brazil,fazenda capoeirnha,019/17,dry mill,ipanema coffees,south of minas,Ipanema Agricola S.A,2017 / 2018,"October 20th, 2017",Natural / Dry,4.339279797542335,4.071873934706288,10.0,6.263558158520548,8.876371295039078,8.575299552996357,10.0,10.0,10.0,8.55533911570535,0.0,Green,m,890.0,890.0,890.0
cafes tomari sa de cv,Mexico,cafetal,101,cafes tomari sa de cv,cafes tomari sa de cv,veracruz,CAFES TOMARI SA DE CV,2017,"July 3rd, 2017",Washed / Wet,8.646269250923469,7.233883099198338,6.728670072200378,7.090826011667442,8.927082239433465,8.070838417324648,10.0,10.0,10.0,8.288358793820231,0.11,Green,m,1300.0,1300.0,1300.0
sarawut premjit,Thailand,saveg coffee farm,INT-2015,dry mill,intercof 1978 group company limited,chiangrai,"Phatang, Saveg",2015,"October 18th, 2016",Natural / Dry,7.705510098086476,7.459446702884949,7.507774721483346,9.15151425551291,9.846458943319368,8.242954653362542,10.0,10.0,10.0,8.675830290260864,0.1,Bluish-Green,m,1350.0,1350.0,1350.0
ipanema coffees,Brazil,capoeirinha,007/16E,dry mill,ipanema coffees,south of minas,Ipanema Agricola,2016,"August 16th, 2016",Natural / Dry,8.279743225258686,9.004045627019162,9.515210869232561,8.827425003785526,8.511500966185189,8.781939790505438,10.0,10.0,10.0,9.033514326401221,0.11,Green,m,934.0,934.0,934.0
"lin, che-hao krude 林哲豪",Taiwan,tsoustructive garden 鄒築園,Tsoustructive 2015 Typica,tsoustructive garden 鄒築園,taiwan coffee laboratory,"leye, alishan township, chiayi county 嘉義阿里山樂野村","FANG,ZHENG-LUN 方政倫",2015,"May 18th, 2016",Washed / Wet,5.8158815545118845,8.887414778025251,9.356587861091633,9.613868884355275,8.78786467548134,9.252611947876836,9.33,10.0,10.0,7.496535522337696,0.11,Green,m,1200.0,1200.0,1200.0
carcafe ltda ci,Colombia,,3-59-1772,neiva,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,2016,"February 11th, 2016",,8.950264201503993,10.0,9.058301817683828,7.717133286001079,9.800505331499037,8.177533612682685,10.0,10.0,10.0,7.946305400742476,0.11,Green,m,442.0,442.0,442.0
almacafe,Colombia,,3-37-1606,bachué,racafe & cia s.c.a,la plata,,2016,"January 21st, 2016",,5.812386577851517,6.7477542258097465,10.0,8.09956191794778,9.145660430307363,8.576836162067071,10.0,10.0,10.0,8.82574969633709,0.0,,m,,,
cqi taiwan icp cqi台灣合作夥伴,Taiwan,very famous intl.名門義理國際股份有限公司,,very famous intl.名門義理國際股份有限公司,宸嶧國際,台灣,YANG TENG KO楊登嵙,2014,"November 7th, 2015",Natural / Dry,9.295815623209881,6.1280117078934415,10.0,5.9253540426063775,7.1714575607810245,8.683223419825742,10.0,10.0,10.0,7.8825019545967345,0.0,Blue-Green,m,,,
federacion nacional de cafeteros,Colombia,,,,federacion nacional de cafeteros,huila,,2015,"August 18th, 2015",Washed / Wet,5.424390975664941,8.154406275064927,5.297933867467341,4.480024005395709,8.826280133058027,7.989504221291632,10.0,10.0,10.0,7.861924663706275,0.0,,m,,,
federacion nacional de cafeteros,Colombia,,,,federacion nacional de cafeteros,huila,,2014,"March 12th, 2015",Washed / Wet,5.8135281519998765,9.029904703142172,6.060030447985063,8.922564095305926,8.821153912023409,8.259651776811651,10.0,10.0,10.0,8.30938239211345,0.0,None,m,,,
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2014,"December 12th, 2014",Washed / Wet,6.796145105399427,9.12161317933961,7.585918965126407,7.966910725933175,9.2223803107925,8.479916157377652,10.0,10.0,10.0,8.162926227367103,0.0,Green,m,1600.0,1950.0,1775.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,神谷山莊園,,神谷山莊園,宸嶧國際,台中和平區,張瑞宏,2014,"November 23rd, 2014",Washed / Wet,6.8172302764214345,6.4509245252084675,6.915561272749717,8.8558752454636,9.009940099108997,8.368558443110132,10.0,10.0,10.0,8.032952930984836,0.06,Green,m,950.0,950.0,950.0
compañia colombiana agroindustrial s.a,Colombia,,,trilladora boananza,ecom cca sa,santander,,2014,"January 17th, 2014",Natural / Dry,5.522707155709653,5.091697019862576,7.602947189429959,5.697309092650283,10.0,8.123644825396983,10.0,10.0,10.0,8.50791608152095,0.12,Green,m,1550.0,1550.0,1550.0
oscar ortega carballo,Mexico,finca cuetzalingo,,xicotepec de juarez,agro xicotepec 2000,xicotepec de juarez,OSCAR ORTEGA CARBALLO,2012,"July 3rd, 2012",Washed / Wet,3.680442216460108,6.715023680209067,6.56574971999864,8.455681952551009,9.402002772725046,8.542998421666503,10.0,10.0,10.0,8.432414920894292,0.12,Blue-Green,m,900.0,900.0,900.0
alfredo bojalil,Mexico,finca sant rosa,,agroindustrias unidas de mexico,ecomtrading,la concordia,ARTURO LIEVANO MORENO,2012,"June 6th, 2012",Washed / Wet,6.815589882931929,10.0,6.310561534219913,8.370959661158109,9.230581027553473,8.911227126814348,10.0,10.0,10.0,7.949354915715728,0.11,,m,1500.0,1500.0,1500.0
organizaciones de productores de cafe colimense,Mexico,comunidad la yerbabuena,,cafetaleros de la yerbabuena spr de rl,organizaciones de productores de cafe colimense sa de cv,la yerbabuena,coop,2012,"April 2nd, 2012",Washed / Wet,7.48185900427517,6.980432847629659,10.0,9.211181894207867,9.031157015578696,8.535955996975089,9.33,10.0,10.0,8.513947047483786,0.0,Green,m,1400.0,1400.0,1400.0
carcafe ltda ci,Colombia,,3-59-2888,cartago,carcafe ltda,nariño,Jose Albeiro gomez,2017,"June 30th, 2017",Washed / Wet,9.398710115641148,7.489487920617504,7.941456630545564,5.842127941712588,9.235787968108037,7.942830860429527,10.0,10.0,10.0,8.254958536864361,0.0,Green,m,2527.0,2527.0,2527.0
racafe & cia s.c.a,Colombia,,3-37-2112,bachue,racafe & cia s.c.a,huila,La Plata,2016,"March 14th, 2017",,6.319223674801256,4.682993763709278,6.548640332167796,5.724910488436037,9.505382981435707,7.829457867061079,10.0,10.0,10.0,8.270303308797004,0.0,Green,m,,,
"ceca, s.a.",Costa Rica,gamboa,8039,beneficio montañas del diamante,"ceca,s.a.",tarrazu,Martin Gutierrez,2015,"June 6th, 2016",Washed / Wet,9.636095428395373,5.141799499183525,8.539390903304223,7.5494206481139425,9.097280945392091,8.67224259247611,10.0,10.0,10.0,8.07385511006785,0.0,Blue-Green,m,1850.0,1850.0,1850.0
juan luis alvarado romero,Guatemala,finca medina,11/11711/60,beneficio siembras vision (154),"siembras vision, s.a.",antigua,FINCA MEDINA,2016,"May 23rd, 2016",Washed / Wet,8.077875235232575,6.241173963772045,5.5149934040323885,8.120400440196887,9.76358463938343,8.441849634207049,10.0,10.0,10.0,9.00402902405856,0.11,Green,m,1500.0,1500.0,1500.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,優遊吧斯股份有限公司yuyupas international corp.,1,none,宸嶧國際,台灣,鄭虞坪,2016,"February 23rd, 2016",,5.410578265289702,4.9876400705962345,6.57451846326066,8.2497239101315,8.603781014206167,8.596537959073485,10.0,10.0,10.0,8.401338032981961,0.0,,m,1200.0,1200.0,1200.0
ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,ipanema coffees,south of minas,Ipanema Agrícola SA,2015/2016,"October 8th, 2015",Natural / Dry,6.07009003136834,5.085065902068721,7.279229322759871,7.789561510244227,8.673457937188491,8.305596393621054,10.0,10.0,10.0,8.370799589686866,0.0,Green,m,1.0,1.0,1.0
"lin, che-hao krude 林哲豪",Taiwan,鄉舍咖啡 hometown coffee,,鄉舍咖啡 hometown coffee,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",ZENG JIAN NAN 曾建男,2014,"April 30th, 2015",Washed / Wet,5.6342489446689346,9.986851665791008,8.342449216582565,7.839012602122763,9.006982134945227,8.534244917612634,10.0,10.0,10.0,7.977234846218456,0.0,Green,m,480.0,570.0,525.0
yasmin cofffee plantation plc,Ethiopia,,,,yasmin coffee plantation plc,oromia,Sumeya Yasin,2014,"March 31st, 2015",Natural / Dry,8.470064544342955,9.684676798741144,10.0,5.4729933895511245,7.9342158400504825,8.023549827921295,10.0,10.0,10.0,8.088064326783899,0.12,Green,m,1650.0,1703.0,1676.5
ipanema coffees,Brazil,rio verde,,ipanema coffees,ipanema coffees,south of minas,Ipanema Agrícola SA,2014/2015,"October 16th, 2014",Semi-washed / Semi-pulped,9.346512948898859,5.378113022981381,7.734117380066563,9.080909450115314,7.333581686344094,8.511125088124167,10.0,10.0,9.33,8.090702441135601,0.0,Green,m,1200.0,1200.0,1200.0
eric thormaehlen,Costa Rica,various,,coricafe sa,coricafe s.a.,central valley,VARIOS,2013,"June 9th, 2014",Washed / Wet,10.0,4.800023654892851,8.749453474979768,7.632448589188794,8.670048083898914,8.665495780033334,10.0,10.0,10.0,9.284714179716168,0.1,Green,m,1200.0,1400.0,1300.0
juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2014,"May 22nd, 2014",Washed / Wet,6.653459677062362,7.246686471101668,7.117064189342856,9.347257956081897,9.08891122031106,8.270589490261639,10.0,10.0,10.0,8.435580144739577,0.1,Green,ft,3657.6,3657.6,3657.6
ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,ipanema coffees,south of minas,Ipanema Coffees,2013/2014,"December 26th, 2013",Natural / Dry,7.883059426058318,6.12404893355648,8.955878681890557,8.953792829506304,6.67165472932873,7.982135748330362,10.0,10.0,10.0,7.935449412427838,0.1,Green,m,1260.0,1260.0,1260.0
garet alban,Ecuador,finca el trueno,,,sultana del cafe inc.,"province of manabi, ecuador",,2013,"October 4th, 2013",Natural / Dry,7.243899037317543,10.0,8.619089131878715,8.831030223688721,6.316870820690949,8.419861438246247,10.0,10.0,10.0,7.853349273625051,0.09,Bluish-Green,m,800.0,800.0,800.0
